geography code,total,OW,SO,SR,PR
E02004444,3602,1092,1785,351,20
E02004445,3520,735,1278,916,25
E02004446,2749,1003,1118,351,40
E02004447,2500,1102,825,226,46
E02004448,2688,969,980,320,37
E02004449,3831,998,1300,910,33
E02004450,2548,938,911,308,58
E02004451,3521,1300,1408,381,49
E02004452,3522,1224,1660,266,30
E02004453,2969,633,883,1102,28
E02004454,4219,1066,1342,512,41
E02004455,2884,1058,1378,156,18
E02004456,3809,853,1460,904,32
E02004457,4041,1011,1590,999,46
E02004458,3540,1081,1853,227,16
E02004459,4339,1507,1617,629,55
E02004460,3706,1169,1451,748,28
E02004461,2258,371,908,732,16
E02004462,4655,1202,1732,840,43
E02004463,3264,1124,1209,444,55
E02004464,3742,1710,1487,332,48
E02004465,2588,1167,802,288,52
E02004466,3314,1183,1249,615,50
E02004467,3062,880,1152,709,37
E02004468,4144,2153,1528,55,32
E02004469,2749,1190,1169,120,34
E02004470,5127,1196,1941,680,62
E02004471,3360,1012,1212,726,49
E02004472,2560,1143,1048,61,22
E02004473,3088,1317,1348,102,23
E02004474,2994,1495,1158,79,25
E02004475,2607,1190,1134,80,23
E02004476,3140,1479,1366,33,30
E02004477,2606,1450,935,36,23
E02004478,2864,1085,992,303,28
E02004479,3270,1414,1402,113,30
E02004480,2709,917,1360,123,21
E02004481,3194,1750,976,74,22
E02004482,3147,798,1162,729,28
E02004483,3460,1455,1320,101,32
E02004484,3361,1341,1360,176,34
E02004485,2805,942,1111,451,51
E02004486,3336,1419,1353,205,18
E02004487,2946,932,1045,660,59
E02004488,3446,1182,1669,233,22
E02004489,3480,1046,1603,493,37
E02004490,3275,568,739,1586,65
E02004491,2989,1143,1399,71,33
E02004492,3910,890,1911,450,18
E02004493,4209,991,1503,904,48
E02004494,4664,1014,1445,450,61
E02004495,3421,1556,1065,461,45
E02004496,2874,1135,1328,96,21
E02004497,3308,1461,1310,207,38
E02004498,4209,1094,1464,1189,48
E02004499,2698,1148,1284,83,18
E02004500,3647,1517,1438,402,45
E02004501,3006,1215,1078,498,24
E02004502,2791,1335,955,230,35
E02004503,3257,1184,1592,82,34
E02004504,3343,902,1694,273,17
E02004505,2053,1022,746,96,33
E02004506,2696,1162,1039,233,34
E02004507,4172,755,1833,596,17
E02004508,2620,1120,1020,250,20
E02004509,4413,988,1861,379,30
E02004512,4961,1098,1280,566,78
E02004513,4268,570,777,1748,51
E02004514,2311,1018,810,207,29
E02004515,2880,1148,1220,182,31
E02004516,4437,701,1402,770,41
E02004517,3506,1276,1392,412,27
E02004518,2583,822,972,146,21
E02004519,3076,1553,1067,197,38
E02004520,3163,543,848,813,31
E02004521,3904,996,1359,819,30
E02004522,3457,1435,1141,161,33
E02004523,3634,871,1398,777,36
E02004524,3231,1390,1369,169,52
E02004525,3293,1471,1150,288,49
E02004526,3300,1731,997,208,38
E02006922,5729,2192,2057,748,57
E02004527,3667,1175,1509,471,49
E02004528,3242,1462,1308,263,43
E02004529,2582,1009,950,278,55
E02004530,2626,987,930,431,26
E02004531,2663,908,982,516,42
E02004532,2764,987,918,373,33
E02004533,2999,811,1028,933,32
E02004534,3678,913,1555,762,33
E02004535,2493,1121,741,226,56
E02004536,2520,1062,935,298,24
E02004537,3805,775,1299,1257,50
E02004538,3515,1363,1501,178,32
E02004539,3188,978,1248,630,40
E02004540,2457,925,1008,207,29
E02004541,4894,1744,1925,427,53
E02004542,2396,1007,978,120,49
E02004543,2502,843,886,433,29
E02004544,3012,773,1130,714,37
E02004545,3025,591,868,1230,27
E02004546,3260,583,919,1300,39
E02004547,3369,607,1046,1235,46
E02004548,3513,736,2173,151,15
E02004549,3244,719,1021,1225,22
E02004550,3331,686,952,1197,32
E02004551,3180,686,992,1240,16
E02004552,2748,750,1112,630,26
E02004553,2949,587,1021,1063,24
E02004554,2989,633,1170,823,17
E02004555,2503,1070,973,211,29
E02004556,2912,1422,1051,183,44
E02004557,3365,1080,1533,417,22
E02004558,3059,1136,792,604,43
E02004559,3147,1309,1323,307,19
E02004560,3383,1232,1416,317,48
E02004561,3929,1629,1727,245,41
E02004562,3519,1436,1219,401,45
E02004563,2786,1560,976,75,18
E02004564,3122,1395,1432,65,23
E02004565,5929,2738,2551,225,38
E02004566,2379,558,701,767,34
E02004567,3133,1467,1411,59,20
E02004568,3372,953,1747,335,28
E02004569,3133,1150,1257,219,32
E02004570,3591,1492,1293,437,29
E02004571,3141,1579,1342,40,18
E02004572,2978,1035,1264,325,32
E02004573,2873,806,730,428,38
E02004574,3127,1037,1023,533,48
E02004575,4812,1860,1740,499,81
E02004576,3736,1721,1413,225,50
E02004577,2082,909,784,157,35
E02004578,3423,1668,708,270,65
E02004579,2992,1503,1016,167,48
E02004580,5535,3181,1450,258,60
E02004581,3101,1552,1128,127,32
E02004582,3188,1737,928,186,43
E02004583,3703,1575,1241,228,37
E02004584,3205,2053,774,51,27
E02004585,3312,1498,1123,225,29
E02004586,3631,1528,963,269,32
E02004587,3338,1027,891,866,50
E02004588,3019,748,646,302,38
E02004589,3141,1361,929,224,37
E02004590,3887,1932,807,228,58
E02004591,2705,1078,1072,184,53
E02004592,5158,1652,1723,994,74
E02004593,3190,1282,1158,373,57
E02004594,2933,1045,998,372,48
E02004595,4711,1609,2065,374,70
E02004596,2959,846,1155,447,44
E02004597,3075,860,1189,539,32
E02004598,3825,1348,1592,360,62
E02004599,2760,948,1126,318,61
E02004843,2648,1125,1191,128,17
E02004844,2767,802,1261,421,18
E02004845,3367,995,1170,563,37
E02004846,2398,1162,966,73,14
E02004847,4040,987,1736,770,33
E02004848,2673,884,1222,302,17
E02004849,2486,922,1287,107,25
E02004850,3064,983,1265,537,13
E02004851,2315,720,1065,359,16
E02004852,3144,1082,1264,329,26
E02004853,2576,754,995,661,18
E02004854,3017,1194,1119,240,24
E02004855,3163,652,1075,807,26
E02004856,2247,665,914,354,35
E02004857,2350,863,949,211,24
E02004858,2069,577,842,428,16
E02004859,2141,934,797,175,19
E02004860,2516,485,1011,482,4
E02004861,2394,1081,766,267,36
E02004862,3130,549,1068,1163,18
E02004863,3194,489,821,1537,32
E02004864,2852,1129,1083,120,34
E02004865,2415,573,883,607,19
E02004866,2707,581,942,928,22
E02004867,2401,787,905,508,18
E02004868,2387,598,739,774,27
E02004869,2293,745,867,350,17
E02004870,4059,869,1352,1176,48
E02004871,2064,540,752,582,17
E02004872,2801,1068,1008,522,21
E02004873,4440,1309,1797,492,31
E02004874,2421,618,900,629,16
E02004875,3541,812,1289,1122,29
E02004876,3381,1389,1309,316,33
E02004877,2135,797,798,302,20
E02004878,2653,1026,1088,277,42
E02004879,3084,1141,1110,481,73
E02004880,3492,1240,1609,238,56
E02004881,2587,911,935,191,27
E02004882,3023,996,1203,330,32
E02004883,2308,772,982,293,49
E02004884,4233,950,1579,880,41
E02004885,3222,1084,1771,50,14
E02004886,2204,742,763,383,56
E02004887,2914,1067,1073,367,41
E02004888,3587,1358,1424,298,34
E02004889,4368,1311,1702,713,42
E02004890,3643,1082,1542,391,28
E02004891,3270,1166,1287,334,31
E02004892,2449,626,865,746,35
E02004893,2129,504,1156,232,13
E02004894,3810,1063,1483,472,53
E02004895,3601,1147,1415,509,106
E02004896,3263,1594,1029,118,38
E02004897,2588,1019,1039,312,22
E02004898,3040,969,1069,704,22
E02004899,2101,522,933,402,41
E02004900,3143,1307,1190,252,37
E02004901,3485,562,989,1615,55
E02004902,3173,683,1110,864,48
E02004903,2591,748,983,422,28
E02004904,2486,495,964,693,26
E02004905,2405,776,1066,138,60
E02004906,3738,880,1546,695,39
E02004907,3774,1290,1446,514,38
E02004908,3991,1644,1515,203,43
E02004909,2175,560,854,391,22
E02004910,4431,1626,1856,381,29
E02004911,2935,696,876,1149,31
E02004912,4375,1320,1694,737,45
E02004913,5796,1558,2643,703,94
E02004914,3115,752,958,976,26
E02004915,2335,530,684,793,21
E02004916,2933,1173,847,599,34
E02004917,2672,814,862,828,11
E02004918,3615,823,1428,411,36
E02004919,3073,855,1193,603,21
E02004920,4660,1530,1448,1049,55
E02004921,3216,1250,1239,230,31
E02004922,3859,1197,1215,821,73
E02004923,4236,1517,1546,633,56
E02004924,2644,1026,1201,184,19
E02004925,2907,948,1152,431,30
E02004926,3114,1342,1050,135,26
E02004927,2582,1027,937,387,43
E02004928,2639,1265,1054,107,21
E02004929,2534,939,954,347,39
E02004930,2778,971,1177,287,24
E02004931,2613,1029,1006,303,29
E02004932,2880,698,1116,814,25
E02004933,2505,1048,1069,86,19
E02004934,2997,781,1081,321,32
E02004935,3661,757,1153,496,43
E02004936,2284,697,1096,97,12
E02004937,2707,1348,919,30,41
E02004938,2282,665,958,415,20
E02004939,2682,890,824,643,35
E02004940,2975,661,1061,762,34
E02004941,3763,936,1642,599,35
E02004942,2513,964,964,302,33
E02004943,3080,1417,1269,86,32
E02004944,2559,442,1073,709,20
E02004945,4756,1171,1894,1054,32
E02004946,2632,556,963,761,21
E02004947,2632,723,1337,235,14
E02004948,2611,510,861,807,11
E02004949,3689,793,1121,1259,45
E02004950,2710,662,1101,674,15
E02004951,3041,591,761,1317,31
E02004952,2694,562,1151,692,11
E02004953,2467,501,835,916,19
E02004954,2673,559,959,870,16
E02004955,2434,666,969,608,20
E02004956,3738,1344,1432,514,35
E02004957,3536,882,1598,685,20
E02004958,2861,1136,1194,290,34
E02004959,2237,996,801,60,58
E02004960,2184,965,799,147,23
E02004961,3681,1446,1644,187,30
E02004962,3517,1117,1419,475,41
E02004963,2736,721,1077,725,13
E02004964,2314,561,879,602,16
E02004965,2754,1175,1048,279,26
E02004966,2465,1183,825,49,35
E02004967,3085,462,1022,1305,25
E02004968,3002,665,1220,773,19
E02004969,2792,862,1165,445,17
E02004970,3229,748,1129,1089,16
E02004971,2774,600,1132,615,23
E02004972,2456,862,1008,124,19
E02004973,3161,532,1426,211,18
E02004974,3173,1022,1211,202,32
E02004975,2938,1105,1215,181,26
E02004976,3948,604,1197,710,52
E02004977,2971,600,1185,250,23
E02004978,3460,520,1059,1003,18
E02004979,2777,834,1133,384,26
E02004980,2387,1053,1010,133,19
E02004981,2883,910,1125,487,35
E02004982,2408,873,814,549,25
E02004983,2581,615,890,803,36
E02004984,2878,647,1037,834,25
E02004985,2997,1046,907,717,38
E02004986,2935,303,742,1594,33
E02004987,2732,620,950,968,30
E02004988,3018,496,1069,1092,32
E02004989,3831,634,1143,1117,44
E02004990,2613,628,699,696,64
E02004991,2965,435,555,1197,45
E02004992,2795,511,618,859,30
E02004993,2273,666,662,546,43
E02004994,2224,1056,853,67,48
E02004995,2093,1068,755,82,24
E02005503,2896,1186,893,276,59
E02005504,3694,1592,1065,490,94
E02005505,2955,1068,1026,451,43
E02005506,2843,1174,1030,267,40
E02005507,5130,1759,1578,803,71
E02005508,2814,1225,996,299,58
E02005509,3258,1380,752,632,48
E02005510,2931,1379,843,346,58
E02005511,3226,1442,881,328,35
E02005512,3155,1113,1203,308,84
E02005513,3893,1362,1354,482,63
E02005514,2840,1110,876,309,71
E02005515,2471,943,917,173,56
E02005516,2742,1154,853,257,103
E02005517,2255,356,602,872,27
E02005518,4329,1216,1758,206,36
E02005519,3087,708,943,1012,31
E02005520,3347,1575,903,423,49
E02005521,3600,1399,1157,403,70
E02005522,2246,884,753,236,39
E02005523,3038,1180,1280,200,40
E02005524,2336,1072,887,171,26
E02005525,4101,1524,1915,212,24
E02005526,2278,837,941,177,19
E02005527,3336,1442,1306,273,33
E02005528,3678,1534,1405,352,20
E02005529,2637,1389,795,274,19
E02005530,2233,1135,835,57,13
E02005531,2364,955,866,323,30
E02005532,3160,1792,1066,46,35
E02005533,3521,1512,1274,399,46
E02005534,3362,1562,1187,333,46
E02005535,2998,983,1285,219,19
E02005536,2492,1150,875,170,36
E02005537,2609,1155,837,299,39
E02005538,3959,2080,1254,223,64
E02005539,3153,1407,1056,278,78
E02005540,4138,2033,1308,277,54
E02005541,2553,844,659,575,50
E02005542,3067,675,568,719,48
E02005543,3763,627,548,1330,53
E02005544,2927,646,837,595,34
E02005545,2732,1277,1122,109,35
E02005546,3620,955,911,1169,66
E02005547,3826,1429,1220,273,34
E02005548,3056,762,753,1216,85
E02005549,2323,1070,916,128,26
E02005550,2962,1219,1043,363,52
E02005551,2661,1407,486,268,46
E02005552,3330,1514,651,500,141
E02005553,4228,2300,978,393,83
E02005554,3248,1487,783,331,130
E02005555,2777,1384,1061,78,23
E02005556,3122,1247,1336,193,25
E02005557,2413,398,568,973,67
E02005558,2846,1211,1027,336,40
E02005559,2847,896,964,485,37
E02005560,3379,691,1229,809,37
E02005561,4518,1020,951,1268,83
E02005562,3052,1287,936,359,90
E02005563,2961,1275,1161,266,48
E02005564,3801,1526,1108,272,56
E02005565,2878,1112,1122,265,62
E02005566,3969,1650,1415,419,70
E02005567,4637,2089,1232,521,71
E02005568,3059,1228,1019,326,76
E02005569,3251,1186,1047,331,139
E02005570,3487,1811,744,295,61
E02005571,2858,1336,413,531,120
E02005572,3723,1630,717,502,52
E02005573,2734,1503,428,456,63
E02005574,3013,1576,815,206,64
E02005575,3103,1512,767,341,64
E02005576,3020,1500,764,353,39
E02005577,2570,1090,747,286,60
E02005578,2573,970,643,310,113
E02005579,5597,2237,1656,903,71
E02005580,3484,1447,963,582,76
E02005581,3095,1240,1005,283,71
E02005582,2948,1221,861,345,56
E02005583,3841,2010,886,511,76
E02005584,4736,895,1373,1575,38
E02005585,4673,551,1042,2350,35
E02005586,4866,857,1646,788,41
E02005587,4219,1176,1134,1590,39
E02005588,4708,726,1217,1921,49
E02005589,4784,817,1102,1997,57
E02005590,5708,729,781,2649,77
E02005592,4096,1059,1200,223,40
E02005593,2901,633,509,1285,38
E02005594,5381,1276,1135,1367,68
E02005595,3933,1871,1099,459,44
E02005596,4358,863,985,1940,53
E02006907,3076,480,559,649,45
E02006908,2880,530,630,909,29
E02005597,5457,1943,2100,839,49
E02005598,3245,1358,1254,238,46
E02005599,2507,1012,916,277,31
E02005600,2294,993,789,255,32
E02005601,2763,1103,785,429,32
E02005602,4433,1989,1539,399,74
E02005603,3520,1304,1445,312,40
E02005604,3451,1532,1108,411,81
E02005605,4173,1673,1665,392,50
E02005606,2318,1039,766,183,47
E02005607,4484,1701,1823,463,86
E02005608,3092,1405,977,322,77
E02005609,3156,1287,946,464,48
E02005610,3321,1401,1140,320,71
E02005611,4595,1823,1276,661,72
E02006227,2738,1189,705,451,84
E02006228,2438,1031,858,213,39
E02006229,2571,1042,784,373,40
E02006230,4392,1659,1291,707,86
E02006231,3574,1171,1500,376,36
E02006232,2406,1045,848,247,54
E02006233,5174,1675,1430,1035,72
E02006234,3564,1117,1370,620,50
E02006235,3380,1586,1069,302,80
E02006236,4168,2058,1430,286,57
E02006237,3117,1288,1013,302,139
E02006238,4278,1463,1284,580,80
E02006239,2350,732,633,205,161
E02006240,3337,903,881,226,250
E02006241,3755,932,1111,810,74
E02006242,3251,789,1221,327,101
E02006243,4024,841,1316,833,130
E02006826,4381,1247,1175,758,118
E02006245,3218,1053,877,1057,50
E02006246,3034,1391,1175,183,28
E02006247,3777,743,1413,1002,40
E02006248,3296,1057,1252,623,45
E02006249,3403,1193,1088,213,41
E02006250,4363,630,1199,836,41
E02006251,4501,735,1245,641,50
E02006252,3921,1018,1501,417,37
E02006253,3017,1524,1032,100,32
E02006254,3898,580,1028,1415,47
E02006255,3573,867,1205,218,26
E02006256,3920,694,1095,1122,42
E02006257,2993,876,848,922,49
E02006258,3570,682,1205,1103,56
E02006259,3226,868,813,1298,37
E02006260,3588,812,1136,1221,50
E02006261,3234,1441,989,408,67
E02006262,3605,1569,1279,312,62
E02006263,3090,1347,940,360,84
E02006264,3325,1323,1386,215,55
E02006265,2980,1287,1032,374,45
E02006266,3848,1541,1363,644,61
E02006267,3371,1369,1222,289,68
E02006268,2736,911,726,861,49
E02006269,2811,1102,1224,173,26
E02006270,4787,1331,2269,281,41
E02006271,3381,1312,1122,333,46
E02006272,3138,1343,1177,294,38
E02006273,2695,1183,868,327,50
E02006274,2527,731,693,328,66
E02006275,2956,604,857,1207,42
E02006276,2730,1274,858,304,51
E02006277,3148,755,1553,161,14
E02006278,4184,1144,1010,640,46
E02006279,3965,1655,1200,585,52
E02006280,3776,1650,1247,394,96
E02006281,3916,1682,1070,580,42
E02006282,2722,1191,798,354,54
E02006283,2543,1039,946,175,86
E02006284,3176,877,1213,721,38
E02006285,3011,577,1502,597,10
E02006286,4453,1075,1750,948,34
E02006287,2721,1497,604,245,68
E02006288,3673,1593,1043,402,106
E02006289,3670,1549,1018,631,61
E02006290,3859,1670,865,681,74
E02006291,3118,1420,863,467,44
E02006292,2694,1306,860,262,45
E02006293,4089,1400,1399,333,90
E02006294,3792,1772,877,582,64
E02006295,3942,1762,1451,307,30
E02006296,5135,1979,2148,175,38
E02006297,3193,1525,1325,43,33
E02006298,3764,1425,1492,315,26
E02006299,3770,2147,1120,155,35
E02006300,3477,850,904,1150,55
E02006301,2661,879,684,318,29
E02006302,2895,1471,888,164,35
E02006303,3191,676,880,1286,50
E02006304,3306,1660,964,407,31
E02006305,4079,1055,1204,382,33
E02006306,3203,1348,1014,416,28
E02006307,3172,1805,1054,52,20
E02006308,3496,727,799,685,38
E02006309,2989,1097,782,816,41
E02006310,3290,1102,1442,278,34
E02006311,3828,1529,884,694,61
E02006312,3649,1652,1242,314,42
E02006313,4520,2068,1521,359,59
E02006314,3190,1320,942,435,56
E02006315,2828,1447,604,393,68
E02006316,3247,1546,782,467,56
E02000166,3537,895,729,1272,70
E02000167,3629,1347,678,304,89
E02000168,3535,744,769,1034,45
E02000169,2942,1017,619,219,86
E02000170,3685,781,886,416,48
E02000171,3502,772,776,906,57
E02000172,4186,404,571,2465,51
E02000173,3569,875,548,523,84
E02000174,3822,525,671,1581,55
E02000175,4277,649,763,870,58
E02000176,3261,873,629,286,62
E02000177,3865,477,558,1898,38
E02000178,4280,432,746,1401,44
E02000179,2870,612,443,916,38
E02000180,3394,441,561,1298,40
E02000181,3657,742,821,562,42
E02000182,2963,699,447,543,116
E02000183,3881,890,645,1130,63
E02000184,3655,313,551,1674,31
E02000185,3938,367,513,1790,60
E02000186,3099,497,388,865,77
E02000187,3290,168,240,2288,53
E02000188,3170,217,237,1957,40
E02000189,2253,145,152,1259,61
E02000190,3181,395,275,1391,82
E02000191,2868,432,295,663,91
E02000192,3375,316,366,1708,67
E02000193,3850,619,521,1076,115
E02000001,4385,1093,775,725,219
E02000345,2693,387,471,636,37
E02000346,2563,116,219,1722,31
E02000347,2727,326,436,1016,26
E02000348,2804,247,336,1325,45
E02000350,3605,454,796,869,39
E02000351,3826,391,815,908,48
E02000352,2810,304,672,1115,31
E02000353,3192,499,837,692,29
E02000354,4056,242,738,1910,41
E02000355,3240,551,739,811,38
E02000356,3144,451,872,861,25
E02000357,2507,109,254,1791,36
E02000358,4775,432,940,1890,50
E02000359,2416,376,621,799,38
E02000360,4747,196,614,2877,72
E02000361,3467,229,522,1373,33
E02000362,2634,181,584,1183,31
E02000363,4402,190,572,2975,55
E02000364,3899,456,828,1518,43
E02000365,5740,544,1034,1919,77
E02000366,3690,283,601,2118,65
E02000367,4163,283,936,1604,43
E02000368,4028,209,562,2502,55
E02000369,5100,247,827,2712,76
E02000370,3768,232,586,2077,45
E02000371,5672,282,732,2250,79
E02006918,3113,177,491,1438,22
E02006921,2909,203,321,1539,48
E02000372,3674,354,550,2054,43
E02000373,2433,128,230,1691,48
E02000374,2590,451,564,935,41
E02000375,3230,365,464,1438,41
E02000376,3152,320,509,1053,49
E02000377,3613,432,751,1262,42
E02000378,3271,448,697,843,32
E02000379,3190,605,825,869,27
E02000380,2559,538,569,633,32
E02000381,3583,672,681,891,45
E02000382,2823,540,572,701,40
E02000383,4456,719,805,911,79
E02000384,3256,346,400,1515,65
E02000385,3094,440,670,498,46
E02000386,3585,292,529,1625,81
E02000387,2841,309,453,1298,38
E02000388,3805,531,663,1172,54
E02000389,3452,824,959,517,71
E02000390,2823,510,578,746,35
E02000391,3419,775,737,841,54
E02000392,4122,690,894,1041,57
E02000393,2650,592,737,339,35
E02000394,3551,532,772,1218,78
E02000395,2719,828,624,279,67
E02000396,2699,536,644,763,48
E02000397,3376,454,762,849,49
E02000398,2713,309,377,1332,39
E02000400,3061,551,836,901,36
E02000401,2351,263,539,1178,34
E02000402,2469,207,491,1169,51
E02000403,2915,424,700,451,35
E02000404,2640,417,622,838,47
E02000405,2550,722,1029,208,18
E02000406,2665,339,547,1049,44
E02000407,2905,309,575,1033,74
E02000408,2689,246,489,1198,53
E02000409,2505,295,367,1331,53
E02000410,2839,630,924,186,17
E02000411,2695,383,636,911,52
E02000412,2873,322,504,1065,48
E02000413,2945,748,946,428,29
E02000414,2562,479,691,510,38
E02000415,2697,537,589,543,46
E02000416,3463,356,892,1202,39
E02000417,2852,719,788,234,33
E02000418,2235,658,885,255,21
E02000419,3323,504,726,506,60
E02000420,3050,351,621,1059,50
E02000421,2875,222,538,1266,39
E02000422,2926,388,653,916,55
E02000423,2516,510,586,370,26
E02000424,3088,488,986,749,28
E02000425,2116,389,446,457,16
E02000426,2882,786,743,462,65
E02000427,2829,432,719,379,31
E02000428,2758,287,504,1184,55
E02000429,3207,828,1003,298,24
E02000430,3462,542,1027,412,39
E02000431,3133,691,817,184,34
E02000432,2879,357,777,728,31
E02006794,2911,183,475,1401,73
E02000554,4226,319,720,2285,42
E02000555,3986,553,948,1495,49
E02000556,4561,499,936,1639,52
E02000557,3929,382,682,1868,47
E02000558,3780,201,335,2421,51
E02000559,3882,599,907,963,36
E02000560,3177,389,669,812,50
E02000561,3413,647,911,850,39
E02000562,3594,488,770,1481,48
E02000563,3652,287,580,1855,59
E02000564,5004,393,1009,1809,69
E02000565,3610,267,679,1817,52
E02000566,3662,675,836,1061,41
E02000567,4937,486,1017,2122,43
E02000568,4063,285,584,2177,56
E02000569,4745,586,712,2354,78
E02000570,4119,804,920,1071,41
E02000571,3777,354,686,1947,56
E02000572,3490,201,373,2135,52
E02000573,4204,783,826,1201,67
E02000574,3840,414,658,1432,47
E02000575,5583,669,935,2060,89
E02000576,4322,306,491,2487,62
E02000577,3163,127,263,2344,33
E02000578,2454,135,256,1778,47
E02000579,4013,685,717,1700,52
E02000580,4517,506,485,2275,39
E02000581,3311,218,255,2383,54
E02000582,3946,1053,592,502,101
E02000583,3496,1041,570,648,71
E02000584,3922,1314,570,276,203
E02000585,3919,1093,700,522,135
E02000586,3729,1086,520,148,210
E02000587,3536,1174,533,130,107
E02000588,4458,1172,493,144,351
E02000589,4422,941,613,465,145
E02000590,3890,847,310,1174,123
E02000591,3589,585,477,1032,78
E02000592,3583,1024,481,181,134
E02000593,4067,834,804,624,93
E02000594,3710,1188,510,505,178
E02000595,3747,1243,533,545,129
E02000596,3605,1075,624,336,102
E02000597,3459,592,468,1559,65
E02000619,3743,378,638,2015,48
E02000620,4398,420,940,1932,48
E02000621,5083,523,1072,1619,75
E02000622,3482,357,678,1282,33
E02000623,3409,274,506,1851,42
E02000624,3500,207,597,1826,27
E02000625,3383,191,551,1769,33
E02000626,3443,124,479,2280,39
E02000627,4042,350,771,1673,51
E02000628,3972,156,531,2353,51
E02000629,3973,404,935,1133,47
E02000630,3336,507,799,846,40
E02000631,3723,556,938,1037,44
E02000632,4148,434,1011,907,31
E02000633,3872,298,731,1758,62
E02000634,3021,270,533,1321,31
E02000635,4066,406,877,1573,49
E02000636,3076,655,975,426,16
E02000637,3935,548,1054,840,37
E02000638,4104,363,1001,1588,36
E02000639,3398,257,528,1731,38
E02000640,3785,621,1201,972,33
E02000641,3442,207,611,2013,29
E02000642,4162,621,1077,1342,31
E02000643,3589,470,1024,925,31
E02000644,3565,533,1120,725,43
E02000645,3870,510,1167,788,34
E02000646,3842,648,1075,492,40
E02000647,3444,675,1232,664,36
E02000648,3232,300,788,1592,25
E02000649,4887,525,1364,732,43
E02000650,3233,310,879,1206,35
E02000651,3492,618,1069,574,32
E02000652,2527,668,843,386,22
E02006801,3840,394,499,1448,81
E02000653,3547,174,624,1881,41
E02000654,3336,141,451,2062,39
E02000655,3366,227,832,1144,23
E02000657,3776,379,743,1305,39
E02000658,3538,411,757,1215,45
E02000659,3284,506,818,1194,29
E02000660,3659,372,967,932,41
E02000661,3139,662,804,656,21
E02000662,3317,285,824,1293,26
E02000663,2903,509,931,711,21
E02000664,4452,423,956,1547,51
E02000665,3504,604,1109,870,24
E02000666,2859,483,941,651,64
E02000667,2595,594,1049,327,19
E02000668,2816,757,983,472,21
E02000669,3270,421,1128,569,25
E02000670,2748,420,765,771,30
E02000671,3668,596,1299,728,36
E02000672,3509,502,933,912,31
E02000673,3490,704,1162,655,30
E02000674,3020,677,1373,378,30
E02000675,3419,835,1307,639,36
E02000676,3252,529,1200,681,28
E02000677,2692,624,1120,340,31
E02000678,2432,382,860,761,22
E02000679,3455,558,1034,1099,35
E02000680,3016,464,800,1060,40
E02000681,3268,515,1063,1176,22
E02000682,3095,643,868,1145,35
E02000683,2763,452,779,1011,19
E02000685,3357,484,904,1278,42
E02000686,2839,290,655,1513,25
E02000687,3436,554,1010,1082,27
E02006783,2893,382,884,1216,17
E02006784,3168,513,950,1260,46
E02006798,3210,201,508,1518,48
E02000714,2733,399,669,767,32
E02000715,2234,305,466,612,35
E02000716,2320,331,546,555,34
E02000717,2400,334,545,568,32
E02000718,2210,240,465,970,32
E02000719,2937,333,546,922,32
E02000720,2220,471,607,339,27
E02000721,2737,481,546,531,40
E02000722,2943,331,574,824,25
E02000723,2737,704,652,307,35
E02000724,2434,531,668,273,30
E02000725,3671,257,685,1207,47
E02000726,3666,243,625,1128,30
E02000727,2251,455,469,336,25
E02000728,2237,454,627,210,28
E02000729,2207,421,489,473,30
E02000730,2443,563,520,353,29
E02000731,2825,502,646,387,37
E02000732,2326,282,398,905,35
E02000733,3465,280,669,1568,41
E02000734,2672,250,425,1327,49
E02000735,2355,371,518,665,32
E02000736,2574,308,707,780,29
E02000737,3068,524,917,830,33
E02000738,2563,517,909,271,26
E02000739,2286,263,525,801,27
E02000740,2556,170,431,1289,29
E02000741,2767,448,856,625,22
E02000742,2498,368,731,714,23
E02000743,2893,240,475,1458,42
E02000744,2942,305,550,884,35
E02000745,2782,260,712,990,30
E02000746,2574,113,550,1161,29
E02000747,4371,241,726,1613,54
E02000748,2230,250,662,498,27
E02000749,3022,201,601,1607,39
E02000750,4370,247,928,1344,47
E02000807,3705,450,1191,714,46
E02000808,4167,352,783,1561,85
E02000809,5936,647,1385,1142,107
E02000810,4137,266,898,2159,45
E02000812,4385,241,777,2198,61
E02000813,3746,228,615,2057,48
E02000814,3876,460,1002,905,51
E02000815,2516,169,488,960,35
E02000816,3959,264,827,1934,40
E02000817,2809,118,281,1993,32
E02000818,3217,156,466,1635,38
E02000819,3415,168,460,2055,33
E02000820,3873,289,641,1959,47
E02000821,3097,151,286,2103,33
E02000822,3294,110,268,2338,36
E02000823,3155,251,586,1600,31
E02000824,3553,154,394,2504,41
E02000825,3545,77,565,2329,33
E02000826,3539,229,668,1950,36
E02000827,4304,190,487,2764,49
E02000828,3180,191,546,1793,46
E02000829,4334,342,910,2120,48
E02000830,3783,530,1068,1167,46
E02000831,3918,509,1138,1270,53
E02000832,4106,332,955,2066,49
E02000833,2973,337,697,1460,34
E02000834,4198,598,1284,974,41
E02000835,2930,525,990,837,32
E02000836,3362,660,1279,612,35
E02000837,3300,1069,1180,413,37
E02000838,3862,660,1365,874,32
E02000839,3381,829,1032,836,52
E02006802,2867,253,466,1362,70
E02000864,3468,242,473,1985,26
E02000865,2763,168,371,1532,26
E02000866,3829,540,820,1380,43
E02000867,4307,302,991,1410,56
E02000868,2618,245,466,941,26
E02000869,2485,262,443,1165,23
