geography code,total,OW,SO,SR,PR
E02001205,3645,892,1368,788,29
E02001206,2940,1274,1008,363,20
E02001207,2942,1122,1328,256,23
E02001208,3261,875,1402,493,36
E02001209,3382,839,1457,373,28
E02001210,2889,768,954,965,35
E02001211,2413,1007,1092,86,25
E02001212,2563,342,802,1183,32
E02001213,3991,1341,1738,296,28
E02001214,3081,1311,1029,459,47
E02001215,2502,1135,907,255,19
E02001216,2986,1353,1272,99,23
E02001217,3066,997,1193,335,41
E02001218,2375,1058,983,166,15
E02001219,2240,1111,990,7,14
E02001220,2270,897,941,269,24
E02001221,2361,1169,1016,55,6
E02001222,2375,1198,971,16,26
E02001223,2797,1274,1212,33,27
E02001224,2577,1407,960,48,26
E02001225,2947,1265,1229,123,26
E02001226,2722,1098,1169,196,24
E02001227,2376,1273,939,37,19
E02001228,2160,1082,865,58,19
E02001229,4417,1312,1910,393,45
E02001230,2392,1016,931,241,30
E02001231,2846,733,1170,706,26
E02001232,3504,892,1141,857,40
E02001233,3258,920,1129,885,46
E02001234,3256,686,974,1083,31
E02001235,2814,859,1047,275,29
E02001236,2509,473,700,971,40
E02001237,2932,558,1090,750,35
E02001238,3422,1014,1326,639,41
E02001239,3897,1049,1432,653,49
E02001240,2597,931,1140,95,23
E02001241,4252,571,732,1873,66
E02001242,2360,984,1012,77,22
E02001243,3529,1208,1327,502,37
E02001244,2275,972,1028,75,23
E02001245,3573,742,1291,970,38
E02001246,3118,736,989,1128,36
E02001247,3064,742,1107,835,36
E02001248,4547,808,1602,1473,49
E02001249,2811,843,1046,349,26
E02001250,2679,898,1329,184,24
E02001251,2750,1003,1043,305,18
E02001252,3293,1489,1370,121,34
E02001253,2267,751,930,249,28
E02001254,2484,767,914,561,31
E02001255,2672,386,600,1517,41
E02001256,4015,833,1415,986,39
E02001257,4272,1173,1197,1482,68
E02001258,3148,1339,1257,203,24
E02001259,4162,687,750,1810,69
E02001260,3031,1135,1383,284,30
E02001261,3451,770,1332,642,29
E02001262,3009,919,995,668,59
E02001263,3293,1453,1419,141,30
E02001264,3230,1051,1352,443,34
E02001265,3369,1075,1470,585,30
E02001266,3033,738,1007,1012,41
E02001267,3363,884,1248,683,40
E02001268,2972,1254,1284,213,27
E02001269,3628,982,1172,809,29
E02001270,3418,1052,1448,270,38
E02001271,2874,835,1085,673,36
E02001272,3396,1349,1365,189,20
E02001273,4242,1161,1418,316,34
E02001274,3188,1539,1235,154,32
E02001275,3544,709,1005,1477,43
E02001276,3299,932,1216,873,41
E02001277,3786,580,1352,1501,38
E02001278,3271,1210,1478,194,19
E02001279,3229,1375,1548,106,10
E02001280,3558,906,1226,1127,50
E02001281,3078,1412,1340,84,20
E02001282,3883,1100,1583,308,23
E02001283,3748,1323,1251,383,70
E02001284,3131,1124,1444,88,23
E02001285,3251,1293,1149,268,38
E02001286,3047,1474,1133,184,35
E02001287,2321,910,1024,152,34
E02001288,3173,1235,1250,371,42
E02001289,4248,1903,1714,272,52
E02001290,2615,947,942,451,44
E02001291,3199,950,1022,874,47
E02001292,3528,1490,1192,211,38
E02001293,2583,961,1057,353,18
E02001294,3492,1117,1318,322,30
E02001295,3641,579,698,1818,96
E02001296,3745,328,623,2398,114
E02001297,2958,824,1014,775,48
E02001298,3372,659,890,1264,70
E02001299,3708,1132,1571,450,42
E02001300,3413,1114,1179,587,52
E02001301,3823,720,1148,1133,58
E02001302,3251,866,1153,962,59
E02001303,3740,709,957,1734,76
E02001304,5320,2244,2102,509,58
E02001305,3376,1398,1524,168,25
E02001306,2989,1262,1250,274,17
E02001307,4334,1683,2420,18,16
E02001308,2672,949,1001,376,44
E02001309,3565,1149,1377,361,42
E02001310,3766,836,1304,893,53
E02001311,3706,1060,1440,660,43
E02001312,3202,913,1261,481,42
E02001313,3409,749,1077,1198,70
E02001314,3157,905,1578,409,21
E02001315,3326,1202,1428,367,47
E02001316,3095,773,1056,276,41
E02001317,3602,956,1296,941,43
E02001318,3397,1166,1097,831,52
E02001319,3159,815,1057,701,20
E02001320,3475,1091,1183,665,35
E02001321,3375,1133,1552,317,33
E02001322,3159,1273,1257,225,40
E02001323,3356,1062,1242,672,43
E02001324,3607,972,1318,723,48
E02001325,3241,1239,1490,242,19
E02001326,3288,1172,1382,369,46
E02005176,3681,1361,1503,381,35
E02005177,2482,846,803,122,24
E02005178,3019,976,686,293,83
E02005179,4114,1118,1225,707,60
E02005180,2906,1117,1306,228,27
E02005181,2845,761,1036,341,40
E02005182,2790,641,724,578,42
E02005183,2844,857,905,825,42
E02005184,2211,1036,867,71,31
E02005185,3864,795,919,1122,71
E02005186,2524,880,1197,119,11
E02006881,4270,1427,1501,494,49
E02005189,2360,407,639,1129,11
E02005190,2602,1160,1053,133,27
E02005191,3457,1341,1680,204,16
E02005192,3073,980,1601,186,20
E02005193,3506,1473,1610,162,32
E02005194,3528,1289,1252,537,38
E02005195,2456,1047,993,155,26
E02005196,3281,1226,1213,493,25
E02005197,3003,812,1042,703,45
E02005198,3747,1218,1337,521,41
E02005199,3023,1457,1214,131,27
E02005200,3523,684,1529,775,35
E02005201,3264,1155,1335,414,32
E02005202,4096,1657,1662,300,48
E02005203,2968,1313,1019,193,47
E02005204,4533,1611,1755,486,61
E02005205,2564,1042,1009,277,31
E02005206,3265,1199,1167,348,39
E02005207,3782,1798,1234,226,41
E02005208,5105,1758,1294,180,70
E02005209,3565,1539,1289,275,39
E02005210,4923,2229,1520,366,68
E02005211,4180,1725,1256,256,59
E02005212,4788,1757,1636,448,46
E02005213,4891,1463,2112,453,47
E02005214,2912,1016,1024,224,20
E02005215,5338,1679,1751,783,70
E02005216,2304,652,725,490,27
E02005217,4185,1387,906,882,73
E02005218,3387,976,1229,532,47
E02005219,3770,1353,1358,393,37
E02005220,2766,1181,1117,184,28
E02005221,4379,1932,1612,291,54
E02005222,2565,1335,709,105,76
E02005223,3164,1743,1091,73,22
E02005224,2570,1402,685,29,31
E02005225,2310,1115,768,174,30
E02005226,3576,764,950,491,45
E02005228,2422,867,1037,54,20
E02005229,2636,521,656,168,23
E02005230,3059,1125,899,579,38
E02005231,3605,785,1338,906,64
E02005233,2421,683,999,389,32
E02005234,3377,639,708,454,53
E02005235,2105,531,631,105,20
E02005236,5512,2057,2248,420,68
E02005237,3933,1263,1427,502,37
E02005238,2459,901,867,319,28
E02005239,2571,1158,900,65,63
E02006871,5158,2069,1951,638,61
E02005240,2366,804,927,216,27
E02005241,2499,937,905,111,35
E02005242,2678,1059,950,242,32
E02005243,2462,728,738,448,47
E02005244,2413,678,779,579,31
E02005245,3016,1240,1244,124,35
E02005246,2409,631,703,388,31
E02005247,4459,1858,1732,234,68
E02005248,2451,777,478,536,56
E02005249,4058,1170,969,697,83
E02005250,2627,1121,689,192,65
E02005251,2629,961,1012,366,42
E02005252,3281,1471,1092,200,50
E02005253,2293,1086,942,27,29
E02005254,2528,1241,1030,71,46
E02005255,3742,1762,1543,120,29
E02005256,2915,907,1486,190,21
E02005257,2776,513,748,1249,32
E02005258,3299,1418,1137,315,45
E02005259,4099,1118,1436,1136,83
E02005260,2860,1306,1226,82,22
E02005261,4054,685,1222,1768,86
E02005262,2682,684,1263,211,23
E02005263,2788,626,800,404,34
E02005264,5005,1010,1656,549,54
E02005265,4706,1227,1727,1048,62
E02005266,3295,587,828,936,64
E02005267,2188,408,305,827,57
E02005268,3529,1047,908,815,49
E02005269,4808,730,694,1313,99
E02005270,2944,1324,827,120,66
E02005271,3266,1288,1108,285,47
E02005272,3295,1156,1039,648,63
E02005273,2381,1096,801,119,45
E02005274,2842,1213,1017,174,33
E02005275,2291,876,834,205,13
E02005276,3332,1330,1401,172,44
E02005277,3694,1803,1455,113,52
E02005278,3162,1054,1553,209,35
E02005279,4263,1283,1461,728,61
E02005280,4281,1174,1642,707,48
E02005281,3503,1065,1206,634,54
E02005284,2405,919,1014,236,26
E02005285,2740,1074,1190,144,33
E02005286,3292,1003,1275,509,36
E02006884,5412,1588,1836,1077,78
E02005287,2158,1003,988,33,17
E02005288,2596,1201,1019,148,28
E02005289,2615,1310,1088,22,17
E02005290,2992,1117,1506,61,18
E02005291,2418,900,1068,160,23
E02005292,2664,670,957,780,27
E02005293,2521,945,860,342,24
E02005294,2589,831,1120,306,26
E02005295,3125,1153,1513,130,18
E02005296,2397,1248,907,67,22
E02005297,3481,1677,1378,127,48
E02005298,2955,1100,1378,236,22
E02005299,3076,789,1472,305,18
E02005300,2081,621,989,331,16
E02005301,2787,863,1027,613,32
E02005302,2946,1149,1254,162,27
E02005303,2701,612,839,1022,14
E02005304,3493,1477,1533,150,32
E02005305,3157,1488,1151,195,46
E02005306,2971,1398,1063,157,38
E02005307,3729,1313,1548,425,45
E02005308,2766,1372,1055,100,48
E02005309,3459,1625,1267,239,33
E02005310,3036,914,901,460,43
E02005311,2254,1073,831,100,37
E02005312,2405,618,1206,388,10
E02005313,3476,530,1245,1282,39
E02005314,2834,692,1053,680,44
E02005315,3259,1615,1292,135,39
E02005316,2518,494,917,801,37
E02005317,2939,511,819,1134,49
E02005318,3085,1152,1240,410,48
E02005319,3952,1069,1213,417,64
E02005320,2369,924,961,236,22
E02005321,2662,1028,724,674,41
E02005322,4418,2251,1462,164,50
E02005323,2873,913,999,634,31
E02005324,2337,1039,795,128,45
E02005325,4023,2113,1214,231,52
E02005326,3961,1711,1187,182,40
E02005327,2352,1134,855,115,40
E02005328,3391,1673,1292,31,26
E02005329,3910,1355,1591,284,37
E02005330,3840,1860,1594,39,29
E02005331,3578,1464,1238,241,51
E02005332,3615,1889,1374,25,33
E02001327,2883,392,889,1293,38
E02001328,4090,1085,2252,325,26
E02001329,3422,592,906,1458,62
E02001330,3651,852,1375,831,36
E02001331,4260,1125,1290,1290,81
E02001332,3060,456,761,1586,43
E02001333,3754,809,1075,1314,69
E02001334,2468,326,469,1488,55
E02001335,3088,1026,1374,314,24
E02001336,2963,458,643,1530,61
E02001337,2403,668,913,571,25
E02001338,2466,618,877,556,33
E02001339,2771,656,967,876,42
E02001340,3641,1586,1627,111,16
E02001341,3033,767,969,913,57
E02001342,2874,1329,1296,40,25
E02001343,2878,1189,1374,70,29
E02001344,2231,532,897,628,36
E02001345,2302,903,1172,64,12
E02001346,3085,663,1052,1075,30
E02001347,3204,690,1195,920,44
E02001348,3148,914,1245,182,38
E02001349,3422,955,1432,226,35
E02001350,3417,491,1037,1344,70
E02001351,3515,583,914,1511,43
E02001352,3046,508,753,924,46
E02001353,2959,672,1742,195,18
E02001354,3312,699,926,1276,54
E02001355,3108,711,888,726,39
E02001356,2364,318,435,1338,23
E02001357,2858,594,601,1409,45
E02001358,3450,685,868,672,39
E02001359,2328,710,986,368,33
E02001360,4130,631,671,1977,52
E02001361,3388,784,975,1045,53
E02001362,3161,986,1098,781,48
E02001363,3481,542,872,1504,49
E02001364,2532,399,385,1066,41
E02001365,4059,863,1017,505,62
E02001366,4081,921,1274,680,43
E02001367,3939,1483,1527,343,56
E02001368,2918,256,426,1810,59
E02001369,3877,468,562,2000,61
E02001370,3153,306,318,1882,60
E02001371,3076,494,1010,1195,34
E02001372,2728,648,924,794,30
E02001373,4089,1012,1246,795,65
E02001374,4105,552,672,1177,68
E02001375,3202,880,1055,641,53
E02001376,3789,634,547,1034,81
E02001377,4063,446,348,1551,60
E02001378,3557,774,1108,936,57
E02001380,3117,1213,1353,172,23
E02001381,4312,768,919,971,50
E02001382,2782,1064,1375,75,22
E02001383,4260,145,241,2425,49
E02001384,3941,637,697,618,36
E02001385,3631,282,237,2147,72
E02001386,3572,664,845,1771,79
E02001387,3162,1264,1384,59,34
E02001388,4170,776,1019,410,31
E02001389,3740,264,334,1358,44
E02001390,4094,409,495,2462,91
E02001391,2481,528,697,1021,25
E02001392,2556,1259,910,86,28
E02001393,2845,1401,1176,53,21
E02001394,4290,795,1004,1091,41
E02001395,2612,991,1122,101,16
E02001396,3918,770,979,878,41
E02001397,3848,1159,1082,954,59
E02001398,3595,831,1017,752,33
E02001399,2866,1265,1187,215,19
E02001400,2839,813,970,752,49
E02001401,3395,1368,1195,318,31
E02001402,3762,1300,1418,318,32
E02001403,2841,495,798,802,27
E02001404,3155,562,817,1288,31
E02001405,4154,585,799,2254,53
E02006932,3201,126,297,584,26
E02006933,3135,308,442,575,45
E02006934,2782,152,374,168,30
E02001429,3059,1524,1130,107,21
E02001430,3011,1451,1136,78,27
E02001431,3639,1577,919,537,49
E02001432,4486,1085,813,367,54
E02001433,3140,982,1286,293,28
E02001434,2868,883,1305,162,39
E02001435,3411,965,1155,89,45
E02001436,3558,1275,1458,272,31
E02001437,4309,2068,1286,218,49
E02001438,3065,1204,1355,155,23
E02001439,2733,952,956,507,46
E02001440,2600,1594,852,13,19
E02001441,2688,1592,941,23,19
E02001442,2609,1288,898,162,32
E02001443,2279,1255,852,62,14
E02001444,2397,1176,937,44,20
E02001445,2942,1412,1229,95,20
E02001446,2855,1478,1114,75,17
E02001447,2555,1178,965,201,36
E02001448,2789,1298,1215,84,20
E02001449,3865,1559,1474,521,52
E02001450,3523,1636,1357,87,36
E02001451,2623,685,841,855,43
E02001452,2871,541,726,1370,52
E02001453,3498,1451,1567,229,31
E02001454,2912,1248,1272,165,24
E02001455,2913,1151,1351,182,25
E02001456,3254,1107,1310,212,37
E02001457,2980,587,900,1251,46
E02001458,3211,896,1400,216,22
E02001459,2928,778,1089,646,26
E02001460,3696,722,916,1440,42
E02001461,2646,895,1156,389,27
E02001462,3406,464,776,1553,40
E02001463,2727,586,897,1005,37
E02001464,3102,547,851,872,29
E02001465,3205,388,549,1676,42
E02001466,3577,856,1233,850,42
E02001406,3445,1807,1165,219,43
E02001407,2617,1300,928,237,34
E02001408,2368,1052,992,165,28
E02001409,4325,1450,1454,1104,64
E02001410,2498,778,858,610,40
E02001411,2520,873,986,375,35
E02001412,3686,1387,1347,575,50
E02001413,4085,1572,1478,736,48
E02001414,2253,1260,850,32,24
E02001415,2737,638,1013,795,45
E02001416,2540,545,673,970,42
E02001417,3623,659,1028,1178,68
E02001418,2487,524,816,719,37
E02001419,3188,657,745,972,60
E02001420,4348,1191,1567,1110,59
E02001421,4658,1521,1760,619,60
E02001422,2651,487,698,988,47
E02001423,2657,1092,1039,298,33
E02001424,5700,1398,1952,1695,82
E02001425,4523,1632,1607,835,50
E02001426,2299,1029,869,163,22
E02001427,4276,1163,1496,1127,38
E02001428,2252,1200,843,75,15
E02001467,3732,1075,1127,355,32
E02001468,3346,870,1275,205,37
E02001469,3465,1397,1290,231,30
E02001470,3456,1447,1500,37,31
E02001471,3301,696,1091,438,33
E02001472,2969,921,1159,519,34
E02001473,3352,1163,1253,197,32
E02001474,3248,529,693,1042,29
E02001475,2777,523,736,1205,46
E02001476,3419,640,923,860,18
E02001477,3296,313,562,1942,30
E02001478,3507,1291,1170,618,52
E02001479,2512,1022,1227,49,16
E02001480,3326,1326,1288,133,26
E02001481,3450,1179,1416,178,33
E02001482,4206,390,519,2222,37
E02001483,3202,1296,1476,105,27
E02001484,3368,1311,1321,365,37
E02001485,2610,583,790,905,52
E02001486,4169,1290,1229,565,35
E02001487,4321,712,1157,984,41
E02001488,3843,981,1431,369,42
E02001489,3587,1810,1451,90,30
E02001490,3451,1373,1655,84,19
E02001491,3101,661,823,1149,59
E02001492,3539,1403,1174,282,52
E02001493,3727,492,767,1416,44
E02001494,2990,1591,1138,68,22
E02001495,3370,1031,1290,498,34
E02001496,2470,1037,967,284,21
E02001497,3663,783,1017,1135,50
E02001498,3108,1256,1251,255,34
E02001499,2941,1489,1119,81,32
E02001500,3234,1471,1345,184,27
E02001501,3259,1343,1349,281,30
E02001502,3665,1134,1407,534,45
E02001503,3434,1485,1146,400,31
E02001504,3066,1611,1096,20,50
E02001505,2747,973,1016,445,22
E02001506,3821,2235,1385,9,21
E02001507,3009,1458,1324,53,16
E02001508,3526,1215,1397,537,34
E02002684,4628,2520,1362,159,38
E02002685,3739,2021,1022,179,45
E02002686,3571,721,794,1430,102
E02002687,2759,878,695,189,40
E02002688,2523,739,503,128,32
E02002689,2511,1089,732,196,70
E02002691,3485,1464,1227,211,100
E02002692,3384,1450,1443,176,41
E02002693,2954,1237,1062,224,60
E02002694,4737,1715,1615,452,155
E02002695,3626,1588,1094,375,51
E02002696,2427,984,867,99,57
E02002697,3232,1435,1260,156,41
E02002698,3253,1168,1300,315,46
E02002699,3977,1846,1733,83,40
E02002700,2758,589,777,1045,59
E02002701,3456,1443,1422,194,76
E02002702,4798,1521,1532,563,83
E02002703,3663,1426,1679,183,44
E02002704,3089,1459,1159,150,58
E02002705,2765,1441,927,195,32
E02002706,3010,1292,1182,217,20
E02002707,2881,1278,1199,123,37
E02002708,2886,1244,818,436,51
E02002709,3203,1249,1311,261,50
E02002710,3106,1259,1367,183,34
E02002711,3172,1714,1246,25,23
E02002712,3257,1301,1303,172,38
E02002714,3264,1350,1252,197,68
E02002715,5106,1634,2585,193,58
E02002716,3604,1320,1586,293,52
E02002717,3460,995,1265,546,38
E02002718,3283,1576,1334,106,29
E02002719,2363,946,1001,146,18
E02002720,2900,1228,1270,48,24
E02002721,2739,956,997,410,54
E02002722,3766,1290,1039,681,86
E02002723,3559,1241,1115,282,52
E02002724,3811,868,1129,964,69
E02002725,2740,1023,1132,296,39
E02006814,3517,1327,1477,269,26
E02006891,3114,1296,1267,141,39
E02006892,2956,1019,919,337,42
E02002652,4196,465,2175,1004,29
E02002653,3431,443,723,1968,53
E02002654,3123,308,436,2092,87
E02002655,3594,435,1059,1659,61
E02002656,2562,1187,1011,21,10
E02002657,3106,1096,1404,300,34
E02002658,2992,898,1334,345,58
E02002659,4665,519,843,2756,103
E02002660,3154,854,821,1193,66
E02002661,3373,756,1067,1250,69
E02002662,3355,706,1002,1345,80
E02002663,2457,620,792,206,12
E02002664,3007,1206,1478,63,23
E02002665,3384,1086,1408,363,38
E02002666,3653,401,539,557,37
E02002667,3295,910,1333,170,29
E02002668,3928,320,582,2695,86
E02002669,3699,698,993,175,22
E02002670,3688,730,1214,1246,72
E02002671,3246,763,1277,672,32
E02002672,3003,433,684,1519,45
E02002673,3431,838,1355,223,26
E02002674,3251,904,1367,197,25
E02002675,4105,337,554,1742,92
E02002676,3523,815,1178,248,49
E02002677,4273,608,1293,883,62
E02002678,3349,841,1322,127,26
E02002679,3227,954,1251,653,34
E02002680,5316,312,495,2550,143
E02002681,3905,515,712,852,56
E02002682,3514,508,994,1278,59
E02006813,3791,889,1239,1282,70
E02002726,4427,1366,1579,919,37
E02002727,3297,228,354,1990,55
E02002728,3681,693,1059,491,42
E02002729,2578,676,1073,570,24
E02002730,3203,626,1045,169,21
E02002731,2497,476,741,328,19
E02002732,3093,1218,1420,160,33
E02002733,2802,763,1016,293,28
E02002734,2233,734,908,258,12
E02002735,2281,601,889,81,29
E02002736,2451,460,770,198,20
E02002737,3098,1098,1394,184,24
E02002738,3024,1018,1394,275,19
E02002739,2876,795,967,407,44
E02002740,2438,694,753,687,35
E02002741,3693,1266,1482,137,52
E02002742,2494,1062,881,43,19
E02002743,2665,959,763,694,35
E02002744,2837,420,653,1442,30
E02002745,3406,1731,1277,107,30
E02002746,3779,1482,1606,312,38
E02002747,3409,1604,1443,108,19
E02002748,3445,1527,1319,238,41
E02002749,4816,1629,1765,669,56
E02002750,2636,957,1119,210,39
E02002751,2667,988,1012,342,30
E02002752,2935,974,1169,350,34
E02002753,3956,1591,1404,347,61
E02002754,3465,1098,1466,457,40
E02002755,2907,638,969,695,37
E02002756,3277,499,665,1011,60
E02002757,2518,990,974,148,18
E02002758,2715,657,979,608,35
E02002759,4151,1502,1396,579,72
E02002760,2493,822,942,511,33
E02002761,2834,1000,1180,215,41
E02002762,2879,706,996,773,43
E02002763,3164,569,1061,1078,59
E02002764,2289,518,641,894,37
E02002765,2711,819,927,545,28
E02002766,3804,1418,1564,366,42
E02002767,2967,1320,1307,59,21
E02002768,3095,1224,1243,292,48
E02002769,2539,1121,937,185,60
E02002770,2899,1038,1065,308,45
E02002771,2967,1277,1180,253,57
E02002772,2673,959,1194,164,18
E02002773,2624,1288,945,211,28
E02002774,2646,1308,1119,27,27
E02002775,2565,956,655,816,16
E02002776,2864,1298,1050,260,15
E02002777,3451,1065,1648,360,30
E02002778,3619,1488,1336,179,37
E02002779,4177,1897,1344,401,50
E02002780,3493,686,958,998,49
E02002781,4161,809,1048,833,58
E02002782,2491,1244,906,125,38
E02002783,4152,1442,1753,544,37
E02002784,5511,849,786,1418,141
E02002785,2762,1280,952,125,23
E02002786,3996,748,926,982,46
E02002787,4276,1316,1466,795,50
E02002788,4053,1111,1420,244,45
E02002789,3830,823,1174,1496,55
E02002790,4743,1201,1132,529,95
E02002791,2627,1230,1035,136,36
E02002792,3130,1121,1129,126,27
E02002793,4072,1585,1568,578,44
E02002794,2173,896,642,196,40
E02002795,3463,1751,1321,136,30
E02005742,3314,1569,959,221,67
E02005743,2290,1204,543,139,64
E02005744,3421,1598,955,314,69
E02005745,2154,1071,623,71,55
E02005746,2987,1148,969,406,61
E02005747,3042,944,890,442,59
E02005748,3215,1238,1198,230,62
E02005749,4160,1624,1556,389,63
E02005750,3574,1429,960,705,70
E02005751,3811,2020,1220,168,70
E02005752,2958,1232,832,331,77
E02005753,5775,1721,1778,1430,61
E02005754,3170,1604,1020,147,52
E02005755,2765,1010,878,380,64
E02005756,2575,921,683,159,67
E02005757,3772,1459,1160,309,78
E02005758,3410,1269,954,585,93
E02005759,3797,1585,1114,495,76
E02005760,2510,885,930,214,52
E02005761,2336,987,607,196,72
E02005762,2410,862,775,214,33
E02005763,2576,949,746,226,96
E02005764,4549,1524,1481,760,70
E02005765,2635,1009,924,207,58
E02005766,2645,1115,798,209,62
E02005767,2749,1315,1065,84,35
E02005768,2357,871,926,72,39
E02005769,3173,1006,979,593,48
E02005770,4092,1660,1705,180,42
E02005771,3336,876,1400,509,27
E02005772,2481,1263,976,35,23
E02005773,4101,770,1214,1124,89
E02005774,3945,1351,1533,471,54
